age,id,length_min,title,uuid,violence_rating,violence_text
12,6138852,125,Harriet,bd374c1a-1fe9-4bf1-b41f-aa023cab6ae3,4.0,"White characters use historically accurate weapons (as well as fists/feet) to pursue, beat, even shoot African Americans -- both free and enslaved. Several characters are beaten bloody, and one is killed in a brutal, close-up scene; another is shot. Young slaves tie up their masters' children to escape. Harriet wields and points her guns to protect herself and slaves she's leading to freedom. Scars shown on characters' backs. Lots of implied violence/talk of past violence, including stories of beatings and rape. Harriet leads armed soldiers in a Civil War battle. Harriet's master menacingly talks to her very close, tells her she belongs to him. Family separations as the result of slaves being sold."
8,6156119,106,Dolittle,4efe4be4-eb10-47e8-b790-82981c7e3b99,3.0,"Hunters shoot at ducks, and one accidentally shoots a squirrel (who's saved). In separate instances, a human is attacked by a tiger and bats. Soldiers point their guns at a boy. A villain holds a knife to his enemy's face. A cannonball is fired at a boat full of animals, who must quickly escape into the water and struggle to survive. A teen demonstrates dangerous actions when he jumps from a very high bridge onto a passing ship. A frightening creature threatens humans. The main character is grieving his wife's death."
17,6138839,209,The Irishman,a2298a6f-43ef-4035-83eb-30dfd457d2f4,5.0,"Extremely graphic, bloody killings. Guns and shooting. Blood spurts. A character slices a chicken's throat, spattering his face with blood. Blood-covered shirt. Strangling. Body going through tree shredder. Punching, hitting, fighting. Kicking character's face, stomping on character's hand. Exploding cars. Screaming/yelling. War footage on television. Body being incinerated."
16,6113289,90,Child's Play (2019),6d847001-6c5d-433d-9c0e-c1342d22ea28,5.0,"Graphic slasher movie violence: dead bodies, blood sprays, pools of blood, stabbings. A character's head is chewed up by a lawnmower. Bloody skull, disgusting severed head. Man sliced by up table saw; bloody limbs splat to the floor. Fall from height, with broken legs. Character killed in out-of-control car; she bashes her head against windshield. Blood sprays on a child's face. Dead cat in pool of blood. Kids fight, with punching. Woman tied up, nearly hanged. General mayhem, killing, screaming, during final showdown. Kids watch gory scenes from The Texas Chainsaw Massacre 2 on TV. Cat scratches a child, bleeding cut. Slapping."
17,6116150,161,Once Upon a Time in Hollywood,95c64c61-d076-4f10-95e8-9b9edafb3eff,5.0,"Extremely graphic, shocking violence in a few scenes. Guns are drawn and fired. A dog viciously attacks humans. A man smashes a woman's face into a wall over and over; gory, smashed face shown. Injured character screams maniacally, firing a gun into the air. One character repeatedly punches another, with profusely bleeding nose, blood spurting. Characters are burned with a flamethrower, both in a ""movie"" and in ""life."" Martial arts fighting, with a character thrown against a car. Dialogue about a man killing his wife. Struggling rat caught in a trap."
11,6122315,98,The Farewell,49b3f8d8-e514-4da1-8270-b2fdba1d2aff,1.0,Plot hinges on a beloved grandmother's terminal illness diagnosis; the family is frequently visibly dismayed or upset at the news.
8,1254214,84,Old Yeller,a358c1d2-bd4c-45d3-bdf0-106d6b676ef7,3.0,"As a western set in the 1950's, there's lots of hunting with rifles in this film. The youngest boy throws rocks at other characters when he's upset. Old Yeller fights with wolves, a bear, and wild pigs. While trying to rope the wild pigs, Travis falls and gets attacked by one of the animals, who bites and stabs at his leg, leaving him injured and bloody. And then, of course, there's the legendary ending, when Old Yeller must be put out of his misery."
8,6068974,98,Mirai,c5ce9930-b55a-4623-86c0-be06936724f1,2.0,"Kun pinches baby Mirai's cheeks, pokes her, hits her on purpose with train. He struggles with compulsion to hurt her more than once. Flashback to great-grandfather's time in war, when his leg is injured. Kun falls over while riding a bike. A couple of times, his mom's face turns into a demon's. When he's lost, he ends up in a scary fictional train station/train that's for ""lost kids."""
3,6159083,66,"Paw Patrol: Ready, Race, Rescue!",564a4e6d-2ec2-4f10-a482-ddf006c4883f,1.0,"Occasional moments of peril -- race cars skid off a track, a character is left hanging onto a ledge when their ladder falls beneath them, giant snow boulders roll down a mountain -- but no serious harm occurs. One character sprains their wrist and is no longer able to race. A character is kidnapped, but is soon rescued."
4,5759286,73,Thomas & Friends: Journey Beyond Sodor,ca928cb6-1891-4d22-b58c-e54e7e800055,2.0,"Some spookiness and scares. Train mishaps, including derailment, plunges from track, runaways, getting lost. Thomas and a friend are held against their will by two misguided train engines. Scenes take place in a dark, hazardous steel mill, with fiery molten spills, precarious tracks, slag heaps."
16,6157814,83,Bully (2019),9befe8b9-d273-4554-bcb9-9f63757324dd,3.0,Bullies beat up the lead character before an adult breaks up the fight. The bullies also knock books and water bottles out of the hands of smaller kids. Mafia henchmen place a plastic bag over the head of a large boxer and ex-con.
8,6157231,99,Emil and the Detectives,91a3f5d3-4c8d-4cd8-9bed-fb631022cf68,3.0,"A pickpocket steals a boy's 400 marks. Criminals plan to tunnel into a bank, using dynamite, and rob the vault. A boy is held at gunpoint. Explosions rock an unsteady building. Someone is found underneath some rubble, but he's okay. People sit in a dangerous tunnel and nearly drown when it's flooded. A tall man comically bangs his head on a low doorframe. A criminal tries to kill his hostage and coconspirator."
10,5210186,96,Paper Planes,5b127e91-8c80-43cb-8860-6edcc877c4e8,2.0,"A boy pushes another boy down the stairs; he sprains his ankle, is treated with acupuncture. Mild bullying includes boys taunting and intimidating, tossing paper at one another, or flicking things. Boy and grandfather imagine flying a fighter plane in WWII, dodging bullets and nearly crashing. Some discussion of a dead mother, who was killed in a car accident."
4,5230451,93,The Peanuts Movie,a70194bb-2201-4e74-aab8-7d7ffb9efa8a,2.0,"Snoopy's World War I flying ace fantasy sequences include airplane dogfights, bullets, storms, crashes, and peril. Many slapstick moments/pratfalls as Charlie Brown wrestles with a kite, plays hockey, learns to dance, rides an out-of-control sled, etc.; some cause breakage/mess/chaos. Lucy yells at Charlie Brown."
16,1258180,112,Being John Malkovich,d3e48df6-7894-4404-a5cf-5cd6a6735f52,3.0,"A man punches Craig for his sexually explicit puppet show. Lots of falling to the side of the New Jersey Turnpike. Craig imprisons Lotte in the chimp cage and holds a gun to her head, forcing her to lie."
14,1262716,117,"The Twilight Saga: Breaking Dawn, Part 1",feee4012-9291-448c-a6db-a6bbc8ea4f27,4.0,"(Note: Potential spoiler alerts.) Although, action-wise, this isn't the most violent of the Twilight movies, the extended and unforgettably bloody birth sequence seems straight out of a horror movie (though it's still far less bloody than the description in the book). There's also lots of pain during this scene, including scalpel cuts, the sound of breaking bones, and many screams. At one point, viewers briefly see Edward biting his way through Bella's uterus; he then pulls out the bloody baby, while Bella is also covered in blood and seems about to die. Edward then attempts to revive her with his venom by biting her on all of her pulse points. Bella looks frighteningly emaciated and on death's door throughout her pregnancy, and there are a few minutes when it seems she actually has died. There are several conversations about abortion, ""getting rid"" of the pregnancy, and ""fetus"" vs. ""baby"" debates. Bella drinks blood on several occasions like it's a milkshake. The wolves fight each other and, in one scene, the Cullens. Jacob looks poised to beat Edward up on a couple of occasions and even agrees to kill him should Bella die in childbirth. A brief cameo by the Volturi shows their humorous (to them) decision to have a human employee killed; in a bloody nightmare sequence, the Voluturi also kill many key characters -- their bodies are shown. A flashback shows Edward violently biting and killing three unsavory men."
15,6152257,83,Like a Boss,c26f53c6-0bcb-4256-9397-a9333ef438ad,2.0,"Mia shows aggression toward Claire, threatening her with bodily harm and smashing a pane of glass with a hammer. Claire is left dangling from a high-up spot (from which she'd surely die if she fell), and Mia and Mel jump into a pool from a rooftop -- they make it, but if they hadn't, they would have been killed or grievously injured."
13,1253555,94,American Outlaws,8d7c47c1-f41f-4c42-bf0b-de0d9962e9cc,4.0,"Lots of action violence, characters in peril, many killed."
15,1259241,122,The Kite Runner,8697f4c2-925e-4480-a633-b49a9c129cf0,5.0,"Central plot element is a homosexual rape (both victim and perpetrator are adolescent boys), briefly indicated by close-ups of a belt being unbuckled, pants pulled down, and the victim's face pressed against the ground. He looks frightened and pained, and his blood drips on the snow as he walks away. A bully threatens younger boys, a child uses a slingshot, and a boy throws pomegranates at his friend. War scenes include explosions, tanks, and soldiers with guns. A hanged man visible in the street, and kids throw rocks at each other. The Taliban stone a woman and man to death (mostly shown in long shot, but blood visible and it's very clear what's happening). Guns aimed at visitor. Fierce fistfight leaves participants bloodied and smashed. Hero appears with black eye, swollen face, and bloody face. Goat's head lies bloody in the dirt (cut off by Kabul butcher as part of routine preparation)."
17,1253435,103,Along Came a Spider,cea21473-18e0-4a23-905b-ce455a191700,3.0,"Characters in peril, including children. Many deaths."
