,AYYSG3O9FNU15,AOEGJLWFISOZQ,AU2980AA60A2C,A93LDI16XJWI8
298597,-99.0,-91.0,-87.0,-24.0
298614,-99.0,-90.0,-87.0,-24.0
298632,-99.0,-89.0,-87.0,-24.0
298649,-99.0,-87.0,-87.0,-24.0
298665,-99.0,-86.0,-87.0,-24.0
298681,-99.0,-85.0,-87.0,-24.0
298698,-99.0,-84.0,-87.0,-24.0
298714,-99.0,-83.0,-87.0,-24.0
301301,-99.0,-83.0,-87.0,-24.0
301318,-99.0,-84.0,-87.0,-24.0
301334,-99.0,-85.0,-87.0,-24.0
301351,-99.0,-86.0,-87.0,-24.0
301367,-99.0,-87.0,-87.0,-24.0
301384,-99.0,-89.0,-87.0,-24.0
301401,-99.0,-90.0,-87.0,-24.0
301418,-99.0,-91.0,-87.0,-24.0
301434,-99.0,-92.0,-87.0,-24.0
301451,-99.0,-93.0,-87.0,-24.0
301467,-99.0,-94.0,-87.0,-24.0
301484,-99.0,-95.0,-87.0,-24.0
301501,-99.0,-96.0,-87.0,-24.0
301518,-99.0,-97.0,-87.0,-24.0
301534,-99.0,-99.0,-87.0,-24.0
301768,-99.0,-99.0,-87.0,-24.0
301785,-99.0,-100.0,-87.0,-24.0
302206,-99.0,-100.0,-87.0,-24.0
302225,-99.0,-100.0,-88.0,-24.0
302274,-99.0,-100.0,-89.0,-24.0
303912,-99.0,-100.0,-89.0,-24.0
303931,-99.0,-100.0,-90.0,-24.0
303963,-99.0,-100.0,-91.0,-24.0
304080,-99.0,-100.0,-91.0,-24.0
304099,-99.0,-100.0,-92.0,-24.0
304233,-99.0,-100.0,-92.0,-24.0
304249,-99.0,-100.0,-93.0,-24.0
304282,-99.0,-100.0,-94.0,-24.0
304298,-99.0,-100.0,-95.0,-24.0
304383,-99.0,-100.0,-95.0,-24.0
304417,-99.0,-100.0,-96.0,-24.0
304450,-99.0,-100.0,-97.0,-24.0
304466,-99.0,-100.0,-98.0,-24.0
304486,-99.0,-100.0,-99.0,-24.0
304566,-99.0,-100.0,-99.0,-24.0
304584,-99.0,-100.0,-100.0,-24.0
305152,-99.0,-100.0,-100.0,-24.0
305188,-99.0,-100.0,-100.0,-24.0
305221,-99.0,-100.0,-100.0,-24.0
305253,-99.0,-100.0,-100.0,-24.0
305286,-99.0,-100.0,-100.0,-24.0
305302,-99.0,-100.0,-100.0,-24.0
305337,-99.0,-100.0,-100.0,-24.0
305369,-99.0,-100.0,-100.0,-24.0
305388,-99.0,-100.0,-100.0,-24.0
305419,-99.0,-100.0,-100.0,-24.0
305437,-99.0,-100.0,-100.0,-24.0
305453,-99.0,-100.0,-100.0,-24.0
305471,-99.0,-100.0,-100.0,-24.0
305489,-99.0,-100.0,-100.0,-24.0
305507,-99.0,-100.0,-100.0,-24.0
305530,-99.0,-100.0,-100.0,-24.0
305542,-99.0,-100.0,-100.0,-24.0
305564,-99.0,-100.0,-100.0,-24.0
305579,-99.0,-100.0,-100.0,-24.0
305599,-99.0,-100.0,-100.0,-24.0
305610,-99.0,-100.0,-100.0,-24.0
305629,-99.0,-100.0,-100.0,-24.0
305646,-99.0,-100.0,-100.0,-24.0
305663,-99.0,-100.0,-100.0,-24.0
305691,-99.0,-100.0,-100.0,-24.0
305709,-99.0,-100.0,-100.0,-24.0
305720,-99.0,-100.0,-100.0,-24.0
305738,-99.0,-100.0,-100.0,-24.0
305757,-99.0,-100.0,-100.0,-24.0
305774,-99.0,-100.0,-100.0,-24.0
305794,-99.0,-100.0,-100.0,-24.0
305815,-99.0,-100.0,-100.0,-24.0
305838,-99.0,-100.0,-100.0,-24.0
305851,-99.0,-100.0,-100.0,-24.0
305873,-99.0,-100.0,-100.0,-24.0
305886,-99.0,-100.0,-100.0,-24.0
305912,-99.0,-100.0,-100.0,-24.0
305923,-99.0,-100.0,-100.0,-24.0
305946,-99.0,-100.0,-100.0,-24.0
305961,-99.0,-100.0,-100.0,-24.0
305980,-99.0,-100.0,-100.0,-24.0
306002,-99.0,-100.0,-100.0,-24.0
306021,-99.0,-100.0,-100.0,-24.0
306483,-99.0,-100.0,-100.0,-24.0
306500,-99.0,-100.0,-100.0,-25.0
306516,-99.0,-100.0,-100.0,-26.0
306533,-99.0,-100.0,-100.0,-27.0
306550,-99.0,-100.0,-100.0,-28.0
306566,-99.0,-100.0,-100.0,-30.0
306583,-99.0,-100.0,-100.0,-31.0
306600,-99.0,-100.0,-100.0,-32.0
306616,-99.0,-100.0,-100.0,-33.0
306633,-99.0,-100.0,-100.0,-34.0
306650,-99.0,-100.0,-100.0,-35.0
306666,-99.0,-100.0,-100.0,-36.0
306683,-99.0,-100.0,-100.0,-37.0
306700,-99.0,-100.0,-100.0,-38.0
306716,-99.0,-100.0,-100.0,-40.0
306733,-99.0,-100.0,-100.0,-41.0
306750,-99.0,-100.0,-100.0,-42.0
306766,-99.0,-100.0,-100.0,-43.0
306783,-99.0,-100.0,-100.0,-44.0
306800,-99.0,-100.0,-100.0,-45.0
306816,-99.0,-100.0,-100.0,-46.0
306833,-99.0,-100.0,-100.0,-47.0
306850,-99.0,-100.0,-100.0,-48.0
306854,-99.0,-100.0,-100.0,-49.0
306866,-99.0,-100.0,-100.0,-50.0
306871,-99.0,-100.0,-100.0,-50.5
306883,-99.0,-100.0,-100.0,-51.0
306889,-99.0,-100.0,-100.0,-51.5
306900,-99.0,-100.0,-100.0,-52.0
306903,-99.0,-100.0,-100.0,-52.5
306916,-99.0,-100.0,-100.0,-53.0
306920,-99.0,-100.0,-100.0,-53.5
306933,-99.0,-100.0,-100.0,-54.0
306937,-99.0,-100.0,-100.0,-54.5
306950,-99.0,-100.0,-100.0,-55.0
306953,-99.0,-100.0,-100.0,-55.5
306966,-99.0,-100.0,-100.0,-56.0
306971,-99.0,-100.0,-100.0,-56.5
306983,-99.0,-100.0,-100.0,-57.0
306988,-99.0,-100.0,-100.0,-57.5
307000,-99.0,-100.0,-100.0,-58.0
307006,-99.0,-100.0,-100.0,-59.0
307016,-99.0,-100.0,-100.0,-60.0
307029,-99.0,-100.0,-100.0,-60.5
307033,-99.0,-100.0,-100.0,-61.0
307047,-99.0,-100.0,-100.0,-61.5
307049,-99.0,-100.0,-100.0,-62.0
307066,-99.0,-100.0,-100.0,-63.0
307081,-99.0,-100.0,-100.0,-63.5
307083,-99.0,-100.0,-100.0,-64.0
307099,-99.0,-100.0,-100.0,-65.0
307102,-99.0,-100.0,-100.0,-65.5
307116,-99.0,-100.0,-100.0,-66.0
307133,-99.0,-100.0,-100.0,-67.0
307137,-99.0,-100.0,-100.0,-67.5
307150,-99.0,-100.0,-100.0,-68.0
307158,-99.0,-100.0,-100.0,-69.0
307167,-99.0,-100.0,-100.0,-70.0
307180,-99.0,-100.0,-100.0,-70.5
307183,-99.0,-100.0,-100.0,-71.0
307196,-99.0,-100.0,-100.0,-71.5
307200,-99.0,-100.0,-100.0,-72.0
307213,-99.0,-100.0,-100.0,-72.0
307224,-99.0,-100.0,-100.0,-72.0
307239,-99.0,-100.0,-100.0,-72.0
307262,-99.0,-100.0,-100.0,-72.0
307275,-99.0,-100.0,-100.0,-72.0
307289,-99.0,-100.0,-100.0,-72.0
307304,-99.0,-100.0,-100.0,-72.0
307400,-99.0,-100.0,-100.0,-72.0
307417,-99.0,-100.0,-100.0,-73.0
307433,-99.0,-100.0,-100.0,-74.0
307450,-99.0,-100.0,-100.0,-75.0
307466,-99.0,-100.0,-100.0,-76.0
307483,-99.0,-100.0,-100.0,-77.0
307500,-99.0,-100.0,-100.0,-78.0
307517,-99.0,-100.0,-100.0,-80.0
307534,-99.0,-100.0,-100.0,-81.0
307550,-99.0,-100.0,-100.0,-82.0
307566,-99.0,-100.0,-100.0,-83.0
307583,-99.0,-100.0,-100.0,-84.0
307600,-99.0,-100.0,-100.0,-85.0
307616,-99.0,-100.0,-100.0,-86.0
307633,-99.0,-100.0,-100.0,-87.0
307650,-99.0,-100.0,-100.0,-88.0
307666,-99.0,-100.0,-100.0,-90.0
307683,-99.0,-100.0,-100.0,-91.0
307700,-99.0,-100.0,-100.0,-92.0
307716,-99.0,-100.0,-100.0,-93.0
307733,-99.0,-100.0,-100.0,-94.0
307749,-99.0,-100.0,-100.0,-95.0
307766,-99.0,-100.0,-100.0,-96.0
307783,-99.0,-100.0,-100.0,-97.0
307800,-99.0,-100.0,-100.0,-98.0
307817,-99.0,-100.0,-100.0,-100.0
311467,-99.0,-100.0,-100.0,-100.0
311482,-99.0,-100.0,-100.0,-100.0
311508,-99.0,-100.0,-100.0,-100.0
311523,-99.0,-100.0,-100.0,-100.0
311539,-99.0,-100.0,-100.0,-100.0
311553,-99.0,-100.0,-100.0,-100.0
311569,-99.0,-100.0,-100.0,-100.0
311837,-99.0,-100.0,-100.0,-100.0
311853,-99.0,-100.0,-100.0,-100.0
311865,-99.0,-100.0,-100.0,-100.0
311883,-99.0,-100.0,-100.0,-100.0
311908,-99.0,-100.0,-100.0,-100.0
311922,-99.0,-100.0,-100.0,-100.0
311939,-99.0,-100.0,-100.0,-100.0
313266,-99.0,-100.0,-100.0,-100.0
313276,-98.66666666666667,-100.0,-100.0,-100.0
313292,-98.33333333333333,-100.0,-100.0,-100.0
313306,-98.0,-100.0,-100.0,-100.0
313309,-97.25,-100.0,-100.0,-100.0
313326,-96.5,-100.0,-100.0,-100.0
313342,-95.75,-100.0,-100.0,-100.0
313347,-95.0,-100.0,-100.0,-100.0
313358,-94.0,-100.0,-100.0,-100.0
313387,-93.0,-100.0,-100.0,-100.0
313469,-93.0,-100.0,-100.0,-100.0
313475,-93.25,-100.0,-100.0,-100.0
313492,-93.5,-100.0,-100.0,-100.0
313508,-93.75,-100.0,-100.0,-100.0
313509,-94.0,-100.0,-100.0,-100.0
313526,-95.0,-100.0,-100.0,-100.0
313549,-96.0,-100.0,-100.0,-100.0
313591,-98.0,-100.0,-100.0,-100.0
313592,,-100.0,-100.0,-100.0
313625,,-100.0,-100.0,-100.0
313642,,-100.0,-100.0,-100.0
313658,,-100.0,-100.0,-100.0
313674,,-100.0,-100.0,-100.0
313691,,-100.0,-100.0,-100.0
313708,,-100.0,-100.0,-100.0
313725,,-100.0,-100.0,-100.0
313807,,-100.0,-100.0,-100.0
313826,,-100.0,-100.0,-100.0
313841,,-100.0,-100.0,-100.0
313858,,-100.0,-100.0,-100.0
313874,,-100.0,-100.0,-100.0
313891,,-100.0,-100.0,-100.0
313909,,-100.0,-100.0,-100.0
313924,,-100.0,-100.0,-100.0
313960,,-100.0,-100.0,-100.0
313977,,-100.0,-100.0,-99.0
313979,,-100.0,-100.0,-99.0
313993,,-100.0,-100.0,-98.0
313994,,-100.0,-100.0,-98.0
314008,,-100.0,-100.0,-97.5
314010,,-100.0,-100.0,-97.0
314012,,-100.0,-100.0,-97.0
314026,,-100.0,-100.0,-96.0
314028,,-100.0,-100.0,-96.0
314041,,-100.0,-100.0,-95.5
314044,,-100.0,-100.0,-95.0
314049,,-100.0,-100.0,-95.0
314059,,-100.0,-100.0,-94.5
314060,,-100.0,-100.0,-94.0
314064,,-100.0,-100.0,-94.0
314076,,-100.0,-100.0,-93.0
314078,,-100.0,-100.0,-93.0
314092,,-100.0,-100.0,-92.5
314093,,-100.0,-100.0,-92.0
314095,,-100.0,-100.0,-92.0
314108,,-100.0,-100.0,-91.5
314110,,-100.0,-100.0,-91.0
314111,,-100.0,-100.0,-91.0
314125,,-100.0,-100.0,-90.0
314126,,-100.0,-100.0,-89.0
314127,,-100.0,-100.0,-89.0
314143,,-100.0,-100.0,-88.0
314145,,-100.0,-100.0,-88.0
314160,,-100.0,-100.0,-87.0
314165,,-100.0,-100.0,-87.0
314176,,-100.0,-100.0,-86.0
314179,,-100.0,-100.0,-86.0
314193,,-100.0,-100.0,-85.0
314194,,-100.0,-100.0,-85.0
314210,,-100.0,-100.0,-84.0
314211,,-100.0,-100.0,-84.0
314226,,-100.0,-100.0,-83.0
314228,,-100.0,-100.0,-83.0
314241,,-100.0,-100.0,-82.5
314243,,-100.0,-100.0,-82.0
314244,,-100.0,-100.0,-82.0
314258,,-100.0,-100.0,-81.5
314260,,-100.0,-100.0,-81.0
314261,,-100.0,-100.0,-81.0
314275,,-100.0,-100.0,-80.0
314276,,-100.0,-100.0,-79.0
314277,,-100.0,-100.0,-79.0
314292,,-100.0,-100.0,-78.5
314293,,-100.0,-100.0,-78.0
314294,,-100.0,-100.0,-78.0
314308,,-100.0,-100.0,-77.5
314310,,-100.0,-100.0,-77.0
314311,,-100.0,-100.0,-77.0
314325,,-100.0,-100.0,-76.5
314327,,-100.0,-100.0,-76.0
314332,,-100.0,-100.0,-76.0
314341,,-100.0,-100.0,-75.5
314344,,-100.0,-100.0,-75.0
314359,,-100.0,-100.0,-75.0
314443,,-100.0,-100.0,-75.0
314459,,-100.0,-100.0,-75.0
314476,,-100.0,-100.0,-75.0
314492,,-100.0,-100.0,-75.0
314509,,-100.0,-100.0,-75.0
314594,,-100.0,-100.0,-75.0
314609,,-100.0,-100.0,-74.5
314611,,-100.0,-100.0,-74.0
314613,,-100.0,-100.0,-74.0
314625,,-100.0,-100.0,-73.5
314626,,-100.0,-100.0,-73.0
314628,,-100.0,-100.0,-73.0
314643,,-100.0,-100.0,-72.5
314645,,-100.0,-100.0,-72.0
314649,,-100.0,-100.0,-72.0
314659,,-100.0,-100.0,-71.0
314660,,-100.0,-100.0,-70.0
314662,,-100.0,-100.0,-70.0
314674,,-100.0,-100.0,-69.5
314676,,-100.0,-100.0,-69.0
314678,,-100.0,-100.0,-69.0
314693,,-100.0,-100.0,-68.0
314695,,-100.0,-100.0,-68.0
314710,,-100.0,-100.0,-67.0
314809,,-100.0,-100.0,-67.0
314825,,-100.0,-100.0,-67.0
314841,,-100.0,-100.0,-67.0
314858,,-100.0,-100.0,-67.0
314875,,-100.0,-100.0,-67.0
314991,,-100.0,-100.0,-67.0
315009,,-100.0,-100.0,-67.0
315024,,-100.0,-100.0,-67.0
315041,,-100.0,-100.0,-67.0
315059,,-100.0,-100.0,-67.0
315075,,-100.0,-100.0,-67.0
315092,,-100.0,-100.0,-67.0
315108,,-100.0,-100.0,-67.0
315176,,-100.0,-100.0,-67.0
315191,,-100.0,-100.0,-67.0
315209,,-100.0,-100.0,-67.0
315226,,-100.0,-100.0,-67.0
316210,,-100.0,-100.0,-67.0
316229,,-100.0,-100.0,-68.0
316233,,-100.0,-100.0,-68.0
316243,,-100.0,-100.0,-69.0
316247,,-100.0,-100.0,-69.0
316260,,-100.0,-100.0,-70.0
316262,,-100.0,-100.0,-70.0
316276,,-100.0,-100.0,-72.0
316278,,-100.0,-100.0,-72.0
316293,,-100.0,-100.0,-73.0
316296,,-100.0,-100.0,-73.0
316310,,-100.0,-100.0,-74.0
316312,,-100.0,-100.0,-74.0
316327,,-100.0,-100.0,-75.0
316330,,-100.0,-100.0,-75.0
316343,,-100.0,-100.0,-76.0
316345,,-100.0,-100.0,-76.0
316360,,-100.0,-100.0,-77.0
316361,,-100.0,-100.0,-77.0
316377,,-100.0,-100.0,-78.0
316381,,-100.0,-100.0,-78.0
316393,,-100.0,-100.0,-79.0
316396,,-100.0,-100.0,-79.0
316410,,-100.0,-100.0,-80.0
316412,,-100.0,-100.0,-80.0
316426,,-100.0,-100.0,-82.0
316427,,-100.0,-100.0,-82.0
316443,,-100.0,-100.0,-83.0
316444,,-100.0,-100.0,-83.0
316460,,-100.0,-100.0,-84.0
316465,,-100.0,-100.0,-84.0
316477,,-100.0,-100.0,-85.0
316483,,-100.0,-100.0,-85.0
316493,,-100.0,-100.0,-86.0
316496,,-100.0,-100.0,-86.0
316510,,-100.0,-100.0,-87.0
316512,,-100.0,-100.0,-87.0
316526,,-100.0,-100.0,-88.0
316529,,-100.0,-100.0,-88.0
316543,,-100.0,-100.0,-89.0
316548,,-100.0,-100.0,-89.0
316560,,-100.0,-100.0,-90.0
316561,,-100.0,-100.0,-90.0
316576,,-100.0,-100.0,-92.0
316578,,-100.0,-100.0,-92.0
316593,,-100.0,-100.0,-93.0
316595,,-100.0,-100.0,-93.0
316610,,-100.0,-100.0,-94.0
316611,,-100.0,-100.0,-94.0
316626,,-100.0,-100.0,-95.0
316628,,-100.0,-100.0,-95.0
316643,,-100.0,-100.0,-96.0
316645,,-100.0,-100.0,-96.0
316660,,-100.0,-100.0,-97.0
316661,,-100.0,-100.0,-97.0
316676,,-100.0,-100.0,-98.0
316677,,-100.0,-100.0,-98.0
316693,,-100.0,-100.0,-99.0
316694,,-100.0,-100.0,-99.0
316710,,-100.0,-100.0,-100.0
331912,,-100.0,-100.0,-100.0
331929,,-100.0,-100.0,-100.0
331960,,-100.0,-100.0,-100.0
331977,,-100.0,-100.0,-100.0
331994,,-100.0,-100.0,-100.0
332010,,-100.0,-100.0,-100.0
332027,,-100.0,-100.0,-100.0
332044,,-100.0,-100.0,-100.0
332061,,-100.0,-100.0,-100.0
332070,,-100.0,-100.0,-100.0
332078,,-100.0,-100.0,-100.0
332094,,-100.0,-100.0,-100.0
332098,,-100.0,-100.0,-100.0
332110,,-100.0,-100.0,-100.0
332128,,-100.0,-100.0,-100.0
332139,,-100.0,-100.0,-100.0
332144,,-100.0,-100.0,-100.0
332153,,-100.0,-100.0,-100.0
332161,,-100.0,-100.0,-100.0
332206,,-100.0,-100.0,-100.0
332236,,-100.0,-100.0,-100.0
332351,,-100.0,-100.0,-100.0
332402,,-100.0,-100.0,-100.0
332489,,-100.0,-100.0,-100.0
332517,,-100.0,-100.0,-100.0
332551,,-100.0,-100.0,-100.0
332640,,-100.0,-100.0,-100.0
332656,,-100.0,-100.0,-100.0
332842,,-100.0,-100.0,-100.0
332873,,-100.0,-100.0,-100.0
332959,,-100.0,-100.0,-100.0
332989,,-100.0,-100.0,-100.0
333084,,-100.0,-100.0,-100.0
333123,,-100.0,-100.0,-100.0
349277,,-100.0,-100.0,-100.0
349297,,-100.0,-100.0,-100.0
349348,,-100.0,-100.0,-100.0
349377,,-100.0,-100.0,-100.0
349959,,-100.0,-100.0,-100.0
349979,,-100.0,-100.0,-100.0
350007,,-100.0,-100.0,-100.0
350019,,-100.0,-100.0,-100.0
350055,,-100.0,-100.0,-100.0
350069,,-100.0,-100.0,-100.0
356867,,-100.0,-100.0,-100.0
356884,,-100.0,-100.0,-100.0
356933,,-100.0,-100.0,-100.0
356953,,-100.0,-100.0,-100.0
357209,,-100.0,-100.0,-100.0
357231,,-100.0,-100.0,-100.0
357268,,-100.0,-100.0,-100.0
357280,,-100.0,-100.0,-100.0
358159,,-100.0,-100.0,-100.0
358178,,-100.0,-100.0,-100.0
358193,,-100.0,-100.0,-100.0
358210,,-100.0,-100.0,-100.0
358227,,-100.0,-100.0,-100.0
358243,,-100.0,-100.0,-100.0
358259,,-100.0,-100.0,-100.0
358276,,-100.0,-100.0,-100.0
358293,,-100.0,-100.0,-100.0
358310,,-100.0,-100.0,-100.0
358326,,-100.0,-100.0,-100.0
358343,,-100.0,-100.0,-100.0
358361,,-100.0,-100.0,-100.0
358843,,-100.0,-100.0,-100.0
358860,,-100.0,-100.0,-100.0
358876,,-100.0,-100.0,-100.0
358893,,-100.0,-100.0,-100.0
358909,,-100.0,-100.0,-100.0
358930,,-100.0,-100.0,-100.0
358943,,-100.0,-100.0,-100.0
358959,,-100.0,-100.0,-100.0
358977,,-100.0,-100.0,-100.0
369791,,-100.0,-100.0,-100.0
369809,,-100.0,-100.0,-100.0
369848,,-100.0,-100.0,-100.0
369861,,-100.0,-100.0,-100.0
369891,,-100.0,-100.0,-100.0
369911,,-100.0,-100.0,-100.0
414572,,-100.0,-100.0,-100.0
414573,-100.0,-100.0,-100.0,-100.0
414614,-99.0,-100.0,-100.0,-100.0
414654,-97.0,-100.0,-100.0,-100.0
414696,-95.0,-100.0,-100.0,-100.0
414736,-92.0,-100.0,-100.0,-100.0
414776,-90.0,-100.0,-100.0,-100.0
414777,,-100.0,-100.0,-100.0
414959,,-100.0,-100.0,-100.0
414976,,-99.0,-100.0,-100.0
414992,,-98.0,-100.0,-100.0
415009,,-97.0,-100.0,-100.0
415026,,-96.0,-100.0,-100.0
415043,,-95.0,-100.0,-100.0
415059,,-94.0,-100.0,-100.0
415076,,-93.0,-100.0,-100.0
415084,,-92.5,-100.0,-100.0
415093,,-92.0,-99.5,-100.0
415103,,-91.0,-99.0,-100.0
415109,,-90.0,-98.66666666666667,-100.0
415126,,-89.0,-98.33333333333333,-100.0
415136,,-88.5,-98.0,-100.0
415143,,-88.0,-97.5,-100.0
415159,,-87.0,-97.0,-100.0
415176,,-86.0,-96.5,-100.0
415186,,-85.5,-96.0,-100.0
415193,,-85.0,-96.0,-100.0
415209,,-84.0,-96.0,-100.0
415225,,-83.5,-96.0,-100.0
415226,,-83.0,-96.0,-100.0
415244,,-81.0,-96.0,-100.0
415260,,-80.0,-96.0,-100.0
415276,,-79.5,-96.0,-100.0
415277,,-79.0,-96.0,-100.0
415292,,-78.5,-96.0,-100.0
415293,,-78.0,-96.0,-100.0
415310,,-77.0,-96.0,-100.0
415326,,-76.0,-96.0,-100.0
415327,,-75.5,-96.0,-100.0
415343,,-75.0,-96.0,-100.0
415359,,-74.5,-96.0,-100.0
415360,,-74.0,-96.0,-100.0
415376,,-73.0,-96.0,-100.0
415377,,-72.0,-96.0,-100.0
415393,,-71.0,-96.0,-100.0
415409,,-70.5,-96.0,-100.0
415410,,-70.0,-96.0,-100.0
415426,,-69.0,-96.0,-100.0
415442,,-69.0,-96.0,-100.0
415459,,-69.0,-96.0,-100.0
415476,,-69.0,-96.0,-100.0
415493,,-69.0,-96.0,-100.0
415495,,-69.0,-96.0,-100.0
415510,,-69.0,-96.0,-99.0
415512,,-69.0,-96.0,-99.0
415526,,-69.0,-96.0,-98.0
415527,,-69.0,-96.0,-98.0
415543,,-69.0,-96.0,-97.0
415544,,-69.0,-96.0,-97.0
415560,,-69.0,-96.0,-96.0
415561,,-69.0,-96.0,-96.0
415577,,-69.0,-96.0,-94.0
415582,,-69.0,-96.0,-94.0
415594,,-69.0,-96.0,-93.0
415597,,-69.0,-96.0,-93.0
415606,,-69.0,-96.0,-92.66666666666667
415609,,-69.0,-96.0,-92.33333333333333
415610,,-69.0,-96.0,-92.0
415613,,-69.0,-96.0,-92.0
415626,,-69.0,-96.0,-91.0
415628,,-69.0,-96.0,-91.0
415643,,-69.0,-96.0,-90.5
415644,,-69.0,-96.0,-90.0
415649,,-69.0,-96.0,-90.0
415654,,-69.0,-96.0,-89.5
415660,,-69.0,-96.0,-89.0
415663,,-69.0,-96.0,-89.0
415676,,-69.0,-96.0,-88.0
415678,,-69.0,-96.0,-88.0
415681,,-69.0,-96.0,-87.5
415693,,-69.0,-96.0,-87.0
415694,,-69.0,-96.0,-87.0
415709,,-69.0,-96.0,-86.5
415710,,-69.0,-96.0,-86.0
415711,,-69.0,-96.0,-86.0
415726,,-69.0,-96.0,-84.0
415727,,-69.0,-96.0,-84.0
415743,,-69.0,-96.0,-83.5
415744,,-69.0,-96.0,-83.0
415749,,-69.0,-96.0,-83.0
415759,,-69.0,-96.0,-82.5
415760,,-69.0,-96.0,-82.0
415763,,-69.0,-96.0,-82.0
415776,,-69.0,-96.0,-81.0
415779,,-69.0,-96.0,-81.0
415793,,-69.0,-96.0,-80.0
415794,,-69.0,-96.0,-80.0
415810,,-69.0,-96.0,-79.0
415812,,-69.0,-96.0,-79.0
415826,,-69.0,-96.0,-78.0
415828,,-69.0,-96.0,-78.0
415843,,-69.0,-96.0,-77.5
415844,,-69.0,-96.0,-77.0
415848,,-69.0,-96.0,-77.0
415860,,-69.0,-96.0,-76.0
415861,,-69.0,-96.0,-76.0
415864,,-69.0,-96.0,-76.0
415877,,-69.0,-96.0,-74.0
415879,,-69.0,-96.0,-74.0
415893,,-69.0,-96.0,-73.0
415895,,-69.0,-96.0,-73.0
415907,,-69.0,-96.0,-72.5
415910,,-69.0,-96.0,-72.0
415912,,-69.0,-96.0,-72.0
415926,,-69.0,-96.0,-71.0
415927,,-69.0,-96.0,-71.0
415943,,-69.0,-96.0,-70.0
415944,,-69.0,-96.0,-70.0
415960,,-69.0,-96.0,-69.0
415961,,-69.0,-96.0,-69.0
415976,,-69.0,-96.0,-68.0
415977,,-69.0,-96.0,-68.0
415994,,-69.0,-96.0,-67.5
415995,,-69.0,-96.0,-67.0
416000,,-69.0,-96.0,-67.0
416010,,-69.0,-96.0,-66.0
416015,,-69.0,-96.0,-66.0
416026,,-69.0,-96.0,-65.0
416027,,-69.0,-96.0,-64.0
416030,,-69.0,-96.0,-64.0
416043,,-69.0,-96.0,-63.0
416048,,-69.0,-96.0,-63.0
416060,,-69.0,-96.0,-62.0
416062,,-69.0,-96.0,-62.0
416077,,-69.0,-96.0,-61.0
416079,,-69.0,-96.0,-61.0
416081,,-69.0,-96.0,-60.666666666666664
416082,,-69.0,-96.0,-60.333333333333336
416093,,-69.0,-96.0,-60.0
416095,,-69.0,-96.0,-60.0
416098,,-69.0,-96.0,-59.5
416110,,-69.0,-96.0,-59.0
416112,,-69.0,-96.0,-59.0
416126,,-69.0,-96.0,-58.0
416128,,-69.0,-96.0,-58.0
416131,,-69.0,-96.0,-57.666666666666664
416139,,-69.0,-96.0,-57.333333333333336
416143,,-69.0,-96.0,-57.0
416145,,-69.0,-96.0,-57.0
416153,,-69.0,-96.0,-56.5
416160,,-69.0,-96.0,-56.0
416161,,-69.0,-96.0,-56.0
416177,,-69.0,-96.0,-54.0
416180,,-69.0,-96.0,-54.0
416181,,-69.0,-96.0,-54.0
416194,,-69.0,-96.0,-53.0
416198,,-69.0,-96.0,-53.0
416210,,-69.0,-96.0,-52.0
416212,,-69.0,-96.0,-52.0
416215,,-69.0,-96.0,-52.0
416221,,-69.0,-96.0,-51.5
416228,,-69.0,-96.0,-51.0
416232,,-69.0,-96.0,-51.0
416244,,-69.0,-96.0,-50.0
416246,,-69.0,-96.0,-50.0
416249,,-69.0,-96.0,-50.0
416260,,-69.0,-96.0,-49.0
416263,,-69.0,-96.0,-49.0
416277,,-69.0,-96.0,-48.0
416279,,-69.0,-96.0,-48.0
416293,,-69.0,-96.0,-47.0
416296,,-69.0,-96.0,-47.0
416298,,-69.0,-96.0,-46.666666666666664
416302,,-69.0,-96.0,-46.333333333333336
416310,,-69.0,-96.0,-46.0
416311,,-69.0,-96.0,-46.0
416319,,-69.0,-96.0,-45.0
416326,,-69.0,-96.0,-44.0
416328,,-69.0,-96.0,-44.0
416330,,-69.0,-96.0,-43.666666666666664
416334,,-69.0,-96.0,-43.333333333333336
416343,,-69.0,-96.0,-43.0
416344,,-69.0,-96.0,-43.0
416349,,-69.0,-96.0,-42.5
416360,,-69.0,-96.0,-42.0
416361,,-69.0,-96.0,-42.0
416364,,-69.0,-96.0,-41.5
416376,,-69.0,-96.0,-41.0
416377,,-69.0,-96.0,-41.0
416380,,-69.0,-96.0,-40.666666666666664
416389,,-69.0,-96.0,-40.333333333333336
416393,,-69.0,-96.0,-40.0
416394,,-69.0,-96.0,-40.0
416405,,-69.0,-96.0,-39.5
416410,,-69.0,-96.0,-39.0
416411,,-69.0,-96.0,-39.0
416415,,-69.0,-96.0,-38.666666666666664
416420,,-69.0,-96.0,-38.333333333333336
416426,,-69.0,-96.0,-38.0
416427,,-69.0,-96.0,-38.0
416435,,-69.0,-96.0,-37.666666666666664
416438,,-69.0,-96.0,-37.333333333333336
416443,,-69.0,-96.0,-37.0
416444,,-69.0,-96.0,-37.0
416446,,-69.0,-96.0,-36.833333333333336
416448,,-69.0,-96.0,-36.666666666666664
416449,-87.0,-69.0,-96.0,-36.5
416452,-86.88888888888889,-69.0,-96.0,-36.333333333333336
416458,-86.77777777777777,-69.0,-96.0,-36.166666666666664
416460,-86.66666666666667,-69.0,-96.0,-36.0
